State/Province, ST/PR, County/City/Disrict, CCD
,WA,Chelan,CHE
,WA,Clallam,CLAL
,WA,Clark,CLAR
,WA,Columbia,COL
,WA,Cowlitz,COW
,WA,Douglas,DOU
,WA,Ferry,FER
,WA,Franklin,FRA
,WA,Garfield,GAR
,WA,Grant,GRAN
,WA,Grays Harbor,GRAY
,WA,Island,ISL
,WA,Jefferson,JEFF
,WA,King,KING
,WA,Kitsap,KITS
,WA,Kittitas,KITT
,WA,Klickitat,KLI
,WA,Lewis,LEW
,WA,Lincoln,LIN
,WA,Mason,MAS
,WA,Okanogan,OKA
,WA,Pacific,PAC
,WA,Pend Oreille,PEND
,WA,Pierce,PIE
,WA,San Juan,SAN
,WA,Skagit,SKAG
,WA,Skamania,SKAM
,WA,Snohomish,SNO
,WA,Spokane,SPO
,WA,Stevens,STE
,WA,Thurston,THU
,WA,Wahkiakum,WAH
,WA,Walla Walla,WAL
,WA,Whatcom,WHA
,WA,Whitman,WHI
,WA,Yakima,YAK
Wisconsin,WI,Adams,ADA
,WI,Ashland,ASH
,WI,Barron,BAR
,WI,Bayfield,BAY
,WI,Brown,BRO
,WI,Buffalo,BUF
,WI,Burnett,BUR
,WI,Calumet,CAL
,WI,Chippewa,CHI
,WI,Clark,CLA
,WI,Columbia,COL
,WI,Crawford,CRA
,WI,Dane,DAN
,WI,Dodge,DOD
,WI,Door,DOO
,WI,Douglas,DOU
,WI,Dunn,DUN
,WI,Eau Claire,EAU
,WI,Florence,FLO
,WI,Fond du Lac,FON
,WI,Forest,FOR
,WI,Grant,GRA
,WI,Green,GRE
,WI,Green Lake,GRL
,WI,Iowa,IOW
,WI,Iron,IRO
,WI,Jackson,JAC
,WI,Jefferson,JEF
,WI,Juneau,JUN
,WI,Kenosha,KEN
,WI,Kewaunee,KEW
,WI,La Crosse,LAC
,WI,Lafayette,LAF
,WI,Langlade,LAN
,WI,Lincoln,LIN
,WI,Manitowoc,MAN
,WI,Marathon,MAR
,WI,Marinette,MRN
,WI,Marquette,MRQ
,WI,Menominee,MEN
,WI,Milwaukee,MIL
,WI,Monroe,MON
,WI,Oconto,OCO
,WI,Oneida,ONE
,WI,Outagamie,OUT
,WI,Ozaukee,OZA
,WI,Pepin,PEP
,WI,Pierce,PIE
,WI,Polk,POL
,WI,Portage,POR
,WI,Price,PRI
,WI,Racine,RAC
,WI,Richland,RIC
,WI,Rock,ROC
,WI,Rusk,RUS
,WI,Sauk,SAU
,WI,Sawyer,SAW
,WI,Shawano,SHA
,WI,Sheboygan,SHE
,WI,St. Croix,STC
,WI,Taylor,TAY
,WI,Trempealeau,TRE
,WI,Vernon,VER
,WI,Vilas,VIL
,WI,Walworth,WAL
,WI,Washburn,WSB
,WI,Washington,WAS
,WI,Waukesha,WAU
,WI,Waupaca,WAP
,WI,Waushara,WSR
,WI,Winnebago,WIN
,WI,Wood,WOO
West Virginia,WV,Barbour,BAR
,WV,Berkeley,BER
,WV,Boone,BOO
,WV,Braxton,BRA
,WV,Brooke,BRO
,WV,Cabell,CAB
,WV,Calhoun,CAL
,WV,Clay,CLA
,WV,Doddridge,DOD
,WV,Fayette,FAY
,WV,Gilmer,GIL
,WV,Grant,GRA
,WV,Greenbrier,GRE
,WV,Hampshire,HAM
,WV,Hancock,HAN
,WV,Hardy,HDY
,WV,Harrison,HAR
,WV,Jackson,JAC
,WV,Jefferson,JEF
,WV,Kanawha,KAN
,WV,Lewis,LEW
,WV,Lincoln,LIN
,WV,Logan,LOG
,WV,Marion,MRN
,WV,Marshall,MAR
,WV,Mason,MAS
,WV,McDowell,MCD
,WV,Mercer,MER
,WV,Mineral,MIN
,WV,Mingo,MGO
,WV,Monongalia,MON
,WV,Monroe,MRO
,WV,Morgan,MOR
,WV,Nicholas,NIC
,WV,Ohio,OHI
,WV,Pendleton,PEN
,WV,Pleasants,PLE
,WV,Pocahontas,POC
,WV,Preston,PRE
,WV,Putnam,PUT
,WV,Raleigh,RAL
,WV,Randolph,RAN
,WV,Ritchie,RIT
,WV,Roane,ROA
,WV,Summers,SUM
,WV,Taylor,TAY
,WV,Tucker,TUC
,WV,Tyler,TYL
,WV,Upshur,UPS
,WV,Wayne,WAY
,WV,Webster,WEB
,WV,Wetzel,WET
,WV,Wirt,WIR
,WV,Wood,WOO
,WV,Wyoming,WYO
Wyoming,WY,Albany,ALB
,WY,Big Horn,BIG
,WY,Campbell,CAM
,WY,Carbon,CAR
,WY,Converse,CON
,WY,Crook,CRO
,WY,Fremont,FRE
,WY,Goshen,GOS
,WY,Hot Springs,HOT
,WY,Johnson,JOH
,WY,Laramie,LAR
,WY,Lincoln,LIN
,WY,Natrona,NAT
,WY,Niobrara,NIO
,WY,Park,PAR
,WY,Platte,PLA
,WY,Sheridan,SHE
,WY,Sublette,SUB
,WY,Sweetwater,SWE
,WY,Teton,TET
,WY,Uinta,UIN
,WY,Washakie,WAS
,WY,Weston,WES
